Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000030287,Itpr2,Gene Expression,0.0049561321959578665,0.38746917390913693,0.5713628892728646,518,0.1967590576149842,451
ENSMUSG00000002205,Vrk3,Gene Expression,0.004956047850780803,0.3879528311965692,0.5719965977087748,1420,0.5006169589321119,1063
ENSMUSG00000091764,Zfp964,Gene Expression,0.004954643112600118,0.38531219108278303,0.5685772899636838,115,0.03807714701336678,106
ENSMUSG00000044519,Zfp488,Gene Expression,0.004952436823376111,0.38447584922260947,0.5675404838865468,101,0.0398987047991407,97
ENSMUSG00000109524,Gm44691,Gene Expression,0.004950552831476425,0.33748914908692074,0.5073158256055526,8,0.004179576222741666,7
ENSMUSG00000036879,Phkb,Gene Expression,0.004950347475224113,0.38828227872017806,0.5724425619508753,892,0.3306517974799648,730
ENSMUSG00000056973,Ces1d,Gene Expression,0.004943190627867005,0.35144488274989194,0.52524909196672,9,0.004394201879916788,9
ENSMUSG00000111465,Gm47113,Gene Expression,0.004941806126837173,0.37479054607799167,0.5553998991496001,20,0.00561762387711603,20
ENSMUSG00000018921,Pelp1,Gene Expression,0.004939355014498058,0.38939174481649075,0.5738788955309917,1118,0.37010882104291454,877
ENSMUSG00000020063,Sirt1,Gene Expression,0.004936941289282308,0.3892157858482441,0.5736594104379489,536,0.19415924639602444,482
ENSMUSG00000117710,Gm10817,Gene Expression,0.004935213012654301,0.38325965976820253,0.566099619958309,45,0.013533257226383684,45
ENSMUSG00000108228,6430584L05Rik,Gene Expression,0.0049270362951379125,0.3856979975533583,0.5691070230899609,56,0.01652905486603151,56
ENSMUSG00000023826,Prkn,Gene Expression,0.004923072176085663,0.3900193915848229,0.5746043813400116,269,0.08152359424108858,246
ENSMUSG00000027353,Mcm8,Gene Expression,0.004918862802714786,0.38972146471321567,0.5743249446304965,211,0.07104512956290411,200
ENSMUSG00000031918,Mtmr2,Gene Expression,0.0049119896806084085,0.39167465123659184,0.5766827013038032,803,0.2954252347886615,673
ENSMUSG00000087334,AW495222,Gene Expression,0.004911650488638235,0.3898989005585429,0.5744667478131528,178,0.05615977543773299,167
ENSMUSG00000090273,Prr22,Gene Expression,0.004900141118260776,0.387543442210986,0.5714326978293034,73,0.026974873283674143,73
ENSMUSG00000030245,Golt1b,Gene Expression,0.004898687658056057,0.39311459472057786,0.578481715176852,1383,0.4512858317653504,1007
ENSMUSG00000020973,Dnaaf2,Gene Expression,0.0048942352173113515,0.39287866374659863,0.578254828919862,375,0.12381892814661498,340
ENSMUSG00000035125,Gcfc2,Gene Expression,0.004892355664662499,0.3928729726105562,0.578254828919862,309,0.10411269460587298,276
ENSMUSG00000006649,Nphs1,Gene Expression,0.00489222063674814,0.38589935100957096,0.5693249532657193,38,0.013445464879228972,38
ENSMUSG00000020527,Myo19,Gene Expression,0.004890462633827022,0.39305102354213695,0.5784282781267467,319,0.09956937472223024,287
ENSMUSG00000069874,Irgm2,Gene Expression,0.004886399550219958,0.3920372347209582,0.5771765060367319,153,0.05928394065257061,143
ENSMUSG00000047264,Zfp358,Gene Expression,0.004884175772002565,0.3943899084523852,0.5799562225256785,1254,0.4248240131280263,973
ENSMUSG00000062609,Kcnj15,Gene Expression,0.004877196763890033,0.3178485190158826,0.4815838513519952,4,0.0017087633091770681,4
ENSMUSG00000031986,Sprtn,Gene Expression,0.004876871119362569,0.3947021567972011,0.5802947533180965,575,0.1953599396474572,488
ENSMUSG00000026433,Rab29,Gene Expression,0.004869287389010233,0.3934220718154491,0.5787335218352728,172,0.06985615194093121,164
ENSMUSG00000059434,Gckr,Gene Expression,0.004858889224072581,0.29091468037432655,0.4458044795077689,5,0.001814328175561794,5
ENSMUSG00000017999,Ddx27,Gene Expression,0.004858069882271608,0.3967536200276012,0.5828942651379991,1224,0.3988830079262441,923
ENSMUSG00000056459,Zbtb25,Gene Expression,0.004856570456099018,0.3963562066241326,0.5824037571507213,430,0.13891180295974354,383
ENSMUSG00000035069,Oma1,Gene Expression,0.004856075324974088,0.3959478702323458,0.5819246314980684,310,0.11068042241547904,287
ENSMUSG00000030148,Clec4a2,Gene Expression,0.004847130373148243,0.39381604727412256,0.579232765400898,91,0.03352989928349099,90
ENSMUSG00000015016,Acsf3,Gene Expression,0.004841716245420254,0.3979679446755706,0.5845291911655789,676,0.22827630461118897,580
ENSMUSG00000040950,Mgl2,Gene Expression,0.004841240076634977,0.38379713192042386,0.566775152156111,26,0.01029099936734112,26
ENSMUSG00000086165,Gm15690,Gene Expression,0.004838766107407362,0.3966806341471245,0.5828401119736986,142,0.044140533850776854,139
ENSMUSG00000006720,Zfp184,Gene Expression,0.004836227723370931,0.39334742642454845,0.5786638291962108,77,0.025078655870257954,74
ENSMUSG00000066510,Ankdd1a,Gene Expression,0.0048355863615257184,0.38682828267948,0.5704945017733337,23,0.007709834839676106,23
ENSMUSG00000093445,Lrch4,Gene Expression,0.004831260505119271,0.3987720344122705,0.5853456002118553,552,0.19498947043408887,476
ENSMUSG00000005267,Zfp287,Gene Expression,0.00483113548119136,0.39866852609888226,0.5852746310857406,396,0.13159738270063714,361
ENSMUSG00000010048,Ifrd2,Gene Expression,0.004829394680413368,0.3985964709368288,0.5852093337311779,368,0.12840589902369506,338
ENSMUSG00000048495,Tyw5,Gene Expression,0.004824385811251472,0.3995585343374588,0.5863378505757011,735,0.24518630487220885,618
ENSMUSG00000052675,Zfp112,Gene Expression,0.004823403090936379,0.3991866736051395,0.5858731862905224,341,0.10902795263763859,310
ENSMUSG00000105816,D030025E07Rik,Gene Expression,0.0048108520741586645,0.3562731246179982,0.5313798128702938,7,0.0021693749885137413,7
ENSMUSG00000090077,Lime1,Gene Expression,0.004806666152485076,0.39404940637299446,0.579535827336705,38,0.010976816213546604,37
ENSMUSG00000031823,Zdhhc7,Gene Expression,0.004803543809569226,0.40159683832060367,0.5889217404465158,1330,0.45365640356891596,1013
ENSMUSG00000095325,Zfp870,Gene Expression,0.004803510115218861,0.4008176890202657,0.5879010352985249,273,0.08587966322203855,249
ENSMUSG00000031070,Mrgprf,Gene Expression,0.0048021083009438135,0.3774064738031637,0.5585036806539008,13,0.006439629352101827,13
ENSMUSG00000057143,Trim12c,Gene Expression,0.004799914683073704,0.39811359653874234,0.5847026529274449,96,0.041210989521480786,90
ENSMUSG00000056019,Zfp709,Gene Expression,0.004799805495259413,0.40053557945754914,0.5876090930984204,198,0.06725914560544757,184
ENSMUSG00000069303,Hist1h2br,Gene Expression,0.004799242598412233,0.3750971960408822,0.5557839405937413,10,0.0031341407035203593,10
ENSMUSG00000106396,Gm42902,Gene Expression,0.004796617535795357,0.390537912735307,0.5752884246949848,23,0.007216199715267699,23
ENSMUSG00000035165,Kcne3,Gene Expression,0.004793277178759237,0.36873735236675564,0.5474307649765581,13,0.004601111570103252,13
ENSMUSG00000024379,Tslp,Gene Expression,0.004790752997212474,0.383211481176853,0.5660678575841569,19,0.009359563125607553,18
ENSMUSG00000035431,Sstr1,Gene Expression,0.004789790492635894,0.34453382881881156,0.5162655261519559,5,0.0015658745167012264,5
ENSMUSG00000001281,Itgb7,Gene Expression,0.004786966867754626,0.392601072369839,0.5779264259683929,38,0.014113293458561682,36
ENSMUSG00000029048,Rer1,Gene Expression,0.004785904449586933,0.4034387040763481,0.5913366997654499,4832,1.6691511723695813,2152
ENSMUSG00000022401,Xpnpep3,Gene Expression,0.004772247503447485,0.40367690511513366,0.5916449757198875,351,0.11816817385709331,313
ENSMUSG00000041297,Cdk13,Gene Expression,0.004768977020643418,0.40484146621123607,0.5931469728299255,1153,0.3823026210907967,876
ENSMUSG00000042256,Ptchd4,Gene Expression,0.00476490455271536,0.39677242636625976,0.5828942651379991,32,0.00989966713712624,32
ENSMUSG00000087390,Gm7598,Gene Expression,0.004763423722366964,0.34024235023612803,0.5107365717168334,6,0.0014771090498544464,6
ENSMUSG00000046031,Calhm6,Gene Expression,0.004761427666426661,0.39564801868471955,0.5815644943207338,33,0.011846482057826267,31
ENSMUSG00000056492,Adgrf5,Gene Expression,0.0047587387645173975,0.4056422052011035,0.59423810828197,860,0.3231128292765382,701
ENSMUSG00000054966,Lmntd1,Gene Expression,0.004756521177886729,0.3943235134803573,0.5798987719727416,26,0.0092798188858663,25
ENSMUSG00000021751,Acox2,Gene Expression,0.004753160078210751,0.36300460873845286,0.5400533372152768,7,0.0024250513579122755,7
ENSMUSG00000025912,Mybl1,Gene Expression,0.004749229308213453,0.4012577114618967,0.5884650929462965,57,0.01843058424681682,55
ENSMUSG00000071757,Zhx2,Gene Expression,0.004748069522001497,0.4058987590309986,0.5945728974526694,339,0.12779910881928605,302
ENSMUSG00000045268,Zfp691,Gene Expression,0.0047464607272246695,0.40515010750965197,0.5935581934043717,191,0.06836605342373395,177
ENSMUSG00000020193,Zpbp,Gene Expression,0.0047464383952944104,0.40203275336844735,0.5895202500851175,68,0.022680031764072375,65
ENSMUSG00000028873,Cdca8,Gene Expression,0.004742841363730641,0.4033515757855106,0.591268070749541,89,0.03379491517353754,87
ENSMUSG00000028322,Exosc3,Gene Expression,0.004739949014375375,0.40735487008324034,0.5966234866475563,668,0.21904092874518255,573
ENSMUSG00000054499,Dedd2,Gene Expression,0.004736379745396296,0.4077095246053126,0.5971017130192781,806,0.2711183334714277,686
ENSMUSG00000047953,Gp5,Gene Expression,0.0047255746689058836,0.4023293303567306,0.5899143729358239,51,0.01671054219550244,49
ENSMUSG00000060063,Alox5ap,Gene Expression,0.004721390564682543,0.4085746049210828,0.5982035111791292,366,0.13654244698775306,331
ENSMUSG00000061755,Bod1l,Gene Expression,0.0047156054435022726,0.40980834980810377,0.5995548425562062,1706,0.5895530350998661,1181
ENSMUSG00000044328,Trp53i13,Gene Expression,0.004713193404654811,0.408973812406334,0.5985561814977575,285,0.11300869179995277,262
ENSMUSG00000037847,Nmrk1,Gene Expression,0.00471277850994719,0.40878744640935505,0.5984325607238496,224,0.07704445084689289,206
ENSMUSG00000029207,Apbb2,Gene Expression,0.0047125765474820185,0.4099793595432595,0.5996563718817178,1414,0.5009343270935303,1047
ENSMUSG00000039826,Trub2,Gene Expression,0.004711644567444671,0.41006109412469005,0.599717882730534,931,0.3042320329298361,752
ENSMUSG00000045876,Pcdhb8,Gene Expression,0.004705535622482545,0.4086938325728202,0.598336793447935,159,0.05403375873667094,148
ENSMUSG00000039163,Cmc1,Gene Expression,0.0047051034869042985,0.41074924266239665,0.6006001294383463,1338,0.46042652560229275,998
ENSMUSG00000100017,2410022M11Rik,Gene Expression,0.004703907303061814,0.40987322587949304,0.5996084190258323,307,0.10671663307407521,292
ENSMUSG00000042195,Slc35f2,Gene Expression,0.004700513942753418,0.40884965214203084,0.5984823389739972,140,0.04811306608044266,131
ENSMUSG00000090173,Fbxw10,Gene Expression,0.004698945107966499,0.3904330847851196,0.5751739321225285,20,0.007506766583185772,20
ENSMUSG00000015314,Slamf6,Gene Expression,0.004697287733198201,0.3987034492538808,0.5852854106679997,24,0.007876974116185478,24
ENSMUSG00000069255,Dusp22,Gene Expression,0.004697002170127435,0.411473550033568,0.6015763145203132,1119,0.36930412168264737,863
ENSMUSG00000027514,Zbp1,Gene Expression,0.004687529789536236,0.3850733067526917,0.5683038210305912,16,0.007016483219806519,15
ENSMUSG00000090394,4930523C07Rik,Gene Expression,0.004682503707251683,0.40925621380639954,0.5988296292619185,79,0.02968305447671279,78
ENSMUSG00000039031,Arhgap18,Gene Expression,0.004682230445024458,0.41214003930981624,0.6023847216883815,299,0.10559790424977986,280
ENSMUSG00000035845,Alg12,Gene Expression,0.0046815717599868086,0.41226463895070875,0.6025106969848103,368,0.11926109658841859,338
ENSMUSG00000020170,Frs2,Gene Expression,0.004681433787568554,0.4129531881536863,0.6033238971297333,1540,0.5378531615364934,1096
ENSMUSG00000098134,Rnf113a2,Gene Expression,0.00467859542400708,0.41306149164090833,0.603440583375445,740,0.2495404114970562,630
ENSMUSG00000053286,Trmt1l,Gene Expression,0.004676941849024942,0.41328276231186134,0.6037222756949137,954,0.31486596540607525,762
ENSMUSG00000032643,Fhl3,Gene Expression,0.004674246007738184,0.40249484324314366,0.5901162821930876,35,0.014139675837621036,35
ENSMUSG00000114401,Gm38604,Gene Expression,0.004669968669343628,0.3751514945384691,0.5558255858130875,13,0.0042954438195291,12
ENSMUSG00000020755,Sap30bp,Gene Expression,0.004663062675990927,0.4147471436732495,0.6057363479621491,2244,0.7686162430571606,1427
ENSMUSG00000022663,Atg3,Gene Expression,0.004662845414624078,0.41478210174571073,0.6057457147578094,2983,1.0352935568414317,1712
ENSMUSG00000035963,Odf3l2,Gene Expression,0.0046603265791911085,0.3840863659663267,0.5670838914750865,10,0.0031922252452044153,10
ENSMUSG00000052525,Spdya,Gene Expression,0.004652295302018906,0.41209451295883337,0.6023596679638658,98,0.03249094123990893,96
ENSMUSG00000027368,Dusp2,Gene Expression,0.004651738269330521,0.41189122034921133,0.602103987533968,80,0.02493266088827889,74
ENSMUSG00000054931,Zkscan4,Gene Expression,0.004643409758336835,0.41489568362014606,0.6058494062730188,190,0.06630192501504589,181
ENSMUSG00000010021,Kif19a,Gene Expression,0.0046386119861881155,0.40917963833673854,0.5987588680970851,59,0.024434214222168456,53
ENSMUSG00000050994,Adgb,Gene Expression,0.004632730064577512,0.37655521490042854,0.5574772021349235,13,0.005432262243029081,12
ENSMUSG00000035187,Nkx6-1,Gene Expression,0.004632176441816873,0.3451234954153706,0.5170395832128188,4,0.0010919803109053403,4
ENSMUSG00000112532,Gm36283,Gene Expression,0.004629953510968662,0.38685339430367427,0.5704945017733337,21,0.00624517407998328,21
ENSMUSG00000100975,Gm28875,Gene Expression,0.004629430464496178,0.41228301356752417,0.6025106969848103,62,0.027263355790815718,60
ENSMUSG00000020268,Lyrm7,Gene Expression,0.004625361860294105,0.4179529940911022,0.6097051273532191,715,0.2336197281121353,607
ENSMUSG00000048120,Entpd1,Gene Expression,0.004623490210184064,0.4176769913893077,0.6093858272027898,382,0.14553898785922736,345
ENSMUSG00000027403,Tgm6,Gene Expression,0.004623386169576137,0.35305454043442897,0.5272463337479956,6,0.0015991076656156052,5
ENSMUSG00000116840,Gm21691,Gene Expression,0.004622159644573721,0.40999077798557293,0.5996563718817178,36,0.011832752350485082,36
ENSMUSG00000051498,Tlr6,Gene Expression,0.004617911477398342,0.40392380659440996,0.5919250811228488,20,0.007557635744086218,20
ENSMUSG00000099411,2310015D24Rik,Gene Expression,0.0046139182115794,0.3313399173022238,0.4993157495434236,6,0.00252733022703734,6
ENSMUSG00000021376,Tpmt,Gene Expression,0.004611862389526734,0.4188800276531883,0.610763574744284,434,0.1526668909008882,393
ENSMUSG00000100475,Gm29543,Gene Expression,0.004611488335063432,0.4139972197821109,0.6046827036269651,53,0.016740494229503536,51
ENSMUSG00000055184,Fam72a,Gene Expression,0.004608947293416379,0.41714000289053166,0.6088121046313599,125,0.03987156068321096,123
ENSMUSG00000020359,Phykpl,Gene Expression,0.004608051151966012,0.4172400696372367,0.6089162724552507,129,0.043304221234378146,125
ENSMUSG00000108242,9330118I20Rik,Gene Expression,0.004600685878073783,0.414910203165062,0.6058494062730188,48,0.014079820388355513,48
ENSMUSG00000055334,Snupn,Gene Expression,0.004597502163741024,0.42054750300169674,0.612815941852572,624,0.2074161107200662,541
ENSMUSG00000026024,Als2,Gene Expression,0.0045936680795240015,0.4189146552565046,0.6107720988799921,119,0.03612434821824226,114
ENSMUSG00000097063,Pantr2,Gene Expression,0.004592888237581049,0.4198515369569211,0.6119278479232708,202,0.07128463147592731,190
ENSMUSG00000104559,Gm43118,Gene Expression,0.004592288558140805,0.39828407673871036,0.5848720775359609,12,0.003065383263697757,12
ENSMUSG00000030790,Adm,Gene Expression,0.004592145285312491,0.419730548648769,0.6117935279123241,197,0.07346015016684536,182
ENSMUSG00000040435,Ppp1r15a,Gene Expression,0.004587839826491067,0.421286632105216,0.6137795976702012,566,0.19989424387470084,496
ENSMUSG00000047586,Nccrp1,Gene Expression,0.004581782812133769,0.3960187715036039,0.5819558076190671,14,0.005027869508067415,12
ENSMUSG00000041702,Btbd7,Gene Expression,0.004580412113060524,0.4222348127902711,0.6149790639823159,797,0.2833653905356058,668
ENSMUSG00000056952,Tatdn2,Gene Expression,0.004579518670460562,0.4219766604781654,0.6146452544448588,465,0.15873980015637562,415
ENSMUSG00000040247,Tbc1d10c,Gene Expression,0.0045771450013184205,0.4177053976010452,0.6093858272027898,79,0.02912558534393289,75
ENSMUSG00000047821,Trim16,Gene Expression,0.004569340542897723,0.4162283636110069,0.607606941197577,51,0.017038446794788158,49
ENSMUSG00000063296,Tmem117,Gene Expression,0.004568221640861765,0.42238600395090264,0.6151570509808596,300,0.11933778433674384,273
ENSMUSG00000113527,Gm48079,Gene Expression,0.004555874325445649,0.4206273824779534,0.6128902556690915,77,0.02655753071071326,74
ENSMUSG00000038861,Pi4kb,Gene Expression,0.004550054786344914,0.4250892670397932,0.6182454482798609,747,0.2498816747743012,631
ENSMUSG00000097493,9930014A18Rik,Gene Expression,0.004549592504929272,0.4213245087065558,0.6137795976702012,77,0.02633972957767112,76
ENSMUSG00000059013,Sh2d3c,Gene Expression,0.0045488174974275,0.4252246932319208,0.618400028445353,840,0.2845329592809365,683
ENSMUSG00000017969,Ptgis,Gene Expression,0.0045487513150647635,0.4202667623039422,0.6124909664756513,87,0.03664513454018967,75
ENSMUSG00000042349,Ikbke,Gene Expression,0.004548538388239257,0.4188704233567704,0.610763574744284,47,0.018928500707050117,47
ENSMUSG00000105161,Gm42595,Gene Expression,0.004545438621768399,0.4240545437906915,0.6169942731424247,181,0.05827030458576512,168
ENSMUSG00000022911,Arl13b,Gene Expression,0.004544543663698088,0.42477208551101553,0.6178264857182495,319,0.11637507956933667,295
ENSMUSG00000041538,H2-Ob,Gene Expression,0.0045429585884842185,0.41662779350691026,0.6081063626116062,33,0.011504930044553545,32
ENSMUSG00000039219,Arid4b,Gene Expression,0.004540873594257404,0.4261897323374191,0.6197185356949685,1687,0.5791053110280274,1195
ENSMUSG00000040693,Slco4c1,Gene Expression,0.004539235960209886,0.423041287829911,0.6158155555658212,107,0.032401308636819726,102
ENSMUSG00000028619,Tceanc2,Gene Expression,0.0045324298660742975,0.42656254353893,0.6201756465086073,577,0.19922716598917392,504
ENSMUSG00000073985,Gm10602,Gene Expression,0.004529062334858786,0.4225202946017106,0.615310401574451,67,0.023267387941729757,67
ENSMUSG00000055632,Hmcn2,Gene Expression,0.004523607325236187,0.4197291956682909,0.6117935279123241,37,0.013082535455078662,36
ENSMUSG00000041346,Wrap53,Gene Expression,0.004516764305485686,0.4276386923907578,0.6214847754570793,431,0.16385726020614413,389
ENSMUSG00000108398,Gm30191,Gene Expression,0.004514664163797863,0.35237983456946087,0.5263498605897465,4,0.0010049889133636107,4
ENSMUSG00000061136,Prpf40a,Gene Expression,0.004514602089533548,0.42859619343186006,0.6225778506959753,1533,0.5414196773755547,1094
ENSMUSG00000028066,Pmf1,Gene Expression,0.004504543193831917,0.42868839884204846,0.6226691657650315,340,0.12267346705259807,311
ENSMUSG00000097786,4933429H19Rik,Gene Expression,0.004501671860038012,0.3540734343470273,0.5285819451479611,8,0.003434736034612496,8
ENSMUSG00000060427,Zfp868,Gene Expression,0.004497778370876947,0.42930869165518315,0.6232288784795897,307,0.10550007149847039,283
ENSMUSG00000032577,Mapkapk3,Gene Expression,0.004495277985383111,0.4269502549364441,0.6206117788893952,117,0.04362768081279534,114
ENSMUSG00000027424,Mgme1,Gene Expression,0.0044930568158573925,0.42961419717179106,0.6235870641711749,300,0.1075031074476092,277
ENSMUSG00000085207,Gm11767,Gene Expression,0.0044926091930489595,0.42813468403696064,0.6220351999143052,120,0.04073879927818754,116
ENSMUSG00000114680,Gm47202,Gene Expression,0.004486582443804931,0.4126305596571145,0.602935557838162,18,0.005119298967328576,17
ENSMUSG00000097164,Cep83os,Gene Expression,0.004483330529231269,0.43142932245680843,0.6259648333006927,883,0.28691037334611313,719
ENSMUSG00000033964,Zbtb41,Gene Expression,0.004481250864682346,0.43158049146280675,0.6261413556663856,799,0.286085733700242,680
ENSMUSG00000035842,Ddx11,Gene Expression,0.004479696188439116,0.42688460774660264,0.6205588615557374,71,0.02631113642146914,68
ENSMUSG00000086007,1700057H21Rik,Gene Expression,0.004471709871932035,0.3301275598953799,0.4978069316094548,4,0.003947782474119028,4
ENSMUSG00000050973,Gdpgp1,Gene Expression,0.0044714603796562405,0.43172800841496706,0.6262697427420887,283,0.09764807996168084,263
ENSMUSG00000030674,Qprt,Gene Expression,0.004465047724015648,0.3982505939915746,0.5848633809754467,13,0.006807924748051879,11
ENSMUSG00000049922,Slc35c1,Gene Expression,0.0044639133101612525,0.4327010081009868,0.6274667276828646,464,0.1620527071615038,414
ENSMUSG00000078451,Ppil6,Gene Expression,0.004462458783257734,0.43209853262585574,0.6267215474576779,215,0.07487689531162692,199
ENSMUSG00000076435,Acsf2,Gene Expression,0.0044620482625472415,0.4322759451335716,0.6269360191142375,266,0.10611870749722979,245
ENSMUSG00000034774,Dsg1c,Gene Expression,0.004460126331031886,0.40962560526816105,0.5993288037366,13,0.0036280609128386742,12
ENSMUSG00000010142,Tnfrsf13b,Gene Expression,0.004456259688112719,0.4289973480946223,0.6229899900031466,72,0.02800544751567107,71
ENSMUSG00000078532,Nkain1,Gene Expression,0.004455024263816711,0.4288175451383185,0.6227714977676059,76,0.033372148459559874,72
ENSMUSG00000090523,Gypc,Gene Expression,0.00444936689626878,0.4290828596949221,0.6230288994584975,76,0.03486390129236352,72
ENSMUSG00000027355,Tmco5,Gene Expression,0.004442794131815161,0.4291543257255044,0.6230900346347105,54,0.015526496047739488,51
ENSMUSG00000106019,Gm43672,Gene Expression,0.004442076875830161,0.4348446028277553,0.6301015579793646,386,0.12733266763972276,340
ENSMUSG00000043155,Hpdl,Gene Expression,0.004438342625615992,0.43131475388996465,0.6258413943452267,79,0.025889631014732267,76
ENSMUSG00000021798,Ldb3,Gene Expression,0.004436830243935834,0.43490456694843416,0.630145419583007,298,0.10653029400915369,276
ENSMUSG00000026339,Ccdc93,Gene Expression,0.004435875080710059,0.4357061959548534,0.6310484018808316,530,0.1753743027060076,455
ENSMUSG00000002835,Chaf1a,Gene Expression,0.004432186003115914,0.4349406628626311,0.6301546942450942,182,0.06363220377150829,174
ENSMUSG00000011427,Zfp790,Gene Expression,0.004430626255038806,0.43480564128529076,0.6300881257658533,178,0.059790858930220674,169
ENSMUSG00000027552,E2f5,Gene Expression,0.004430582721123298,0.4363561376341438,0.6317741418253509,708,0.25345112147990473,615
ENSMUSG00000035878,Hykk,Gene Expression,0.004426556223930316,0.43402429769390816,0.6290847361083549,95,0.03253806660768108,92
ENSMUSG00000069743,Zfp820,Gene Expression,0.004422455143955053,0.4287225474391816,0.6226761466844756,32,0.010651327330477791,32
ENSMUSG00000022085,Pebp4,Gene Expression,0.004422034699601191,0.3948598251699149,0.5804863422189653,10,0.004065320368276011,9
ENSMUSG00000002804,Nudt14,Gene Expression,0.004421822047765314,0.43733103765324954,0.6329478676190858,890,0.30082405897037073,731
ENSMUSG00000107143,Gm6598,Gene Expression,0.004418518804137027,0.4290769647023973,0.6230288994584975,46,0.014815832917417495,45
ENSMUSG00000055240,Zfp101,Gene Expression,0.00441689856713358,0.4367385618856443,0.6322415595726351,278,0.09726618061324802,255
ENSMUSG00000107994,D830050J10Rik,Gene Expression,0.004415492913411349,0.43429934165876016,0.6294403994905443,75,0.024385333622299086,74
ENSMUSG00000038836,Agbl3,Gene Expression,0.004413024660501772,0.4371577770090971,0.6327621025789543,227,0.07943063121284581,213
ENSMUSG00000054426,A930005H10Rik,Gene Expression,0.0044069181455581264,0.43882830893910585,0.6345544679755666,1115,0.37799537766416486,874
ENSMUSG00000040034,Nup43,Gene Expression,0.004405174222610304,0.4377886324600986,0.6335023913696388,221,0.07320179084402252,209
ENSMUSG00000009633,G0s2,Gene Expression,0.0044036505843101405,0.438766377720341,0.6345544679755666,508,0.19224963056801037,452
ENSMUSG00000018372,Cep95,Gene Expression,0.004403443450547855,0.438264847605788,0.6340185650720858,305,0.1100224976588033,279
ENSMUSG00000001493,Meox1,Gene Expression,0.004400726987893354,0.4317107790873904,0.6262697427420887,43,0.016061154129411524,40
ENSMUSG00000035946,Gsx2,Gene Expression,0.004399087092321198,0.4203538097685824,0.6125757586251261,14,0.003887597941774771,14
ENSMUSG00000108171,Gm43915,Gene Expression,0.004398304602811239,0.38087612306714447,0.5631277229574216,5,0.0012832263390370818,5
ENSMUSG00000086118,Gm14169,Gene Expression,0.004396876106779201,0.4382431310996968,0.6340185650720858,187,0.05814204602015742,173
ENSMUSG00000117860,Gm30018,Gene Expression,0.004396669282769586,0.41820847885996804,0.6100333335160498,14,0.003786375934474921,14
ENSMUSG00000024737,Slc15a3,Gene Expression,0.0043965166359573185,0.4373461498488731,0.6329478676190858,113,0.04234040052605179,110
ENSMUSG00000024542,Cep192,Gene Expression,0.004394747775853289,0.4385904388313129,0.6343598488576397,212,0.07565955432856095,199
ENSMUSG00000073158,9030624G23Rik,Gene Expression,0.004392222687597789,0.4227356175743746,0.61553949091161,16,0.005242538636324261,16
ENSMUSG00000022335,Zfat,Gene Expression,0.0043900321651399255,0.4394845993918164,0.6352634482456057,242,0.07509236624779181,221
ENSMUSG00000118257,9630014M24Rik,Gene Expression,0.004389326724461956,0.4279708707726626,0.6218397705352053,30,0.009349395001258568,29
ENSMUSG00000022221,Ripk3,Gene Expression,0.0043856692716143396,0.4163115212899242,0.6076865313862624,13,0.004416243984493154,13
ENSMUSG00000027556,Car1,Gene Expression,0.004384646581491195,0.36457365024879307,0.5421085832050817,5,0.001547107099411745,5
ENSMUSG00000035834,Polr3g,Gene Expression,0.004383165548450917,0.43932133500922244,0.6351139757633837,182,0.06453508418482427,169
ENSMUSG00000032463,Faim,Gene Expression,0.004382942697712373,0.4412207604479743,0.637373612312236,1585,0.5407819296761803,1139
ENSMUSG00000044201,Cdc25c,Gene Expression,0.004381645194665108,0.4176328443659678,0.6093637644588973,18,0.006507342084510655,17
ENSMUSG00000090110,Cmc4,Gene Expression,0.004381206009110084,0.4411740612405908,0.637373612312236,790,0.27012594424284603,649
ENSMUSG00000069895,Atxn1l,Gene Expression,0.004376913738704375,0.44149313012721025,0.6376455260620383,737,0.25624523565111196,619
ENSMUSG00000024982,Zdhhc6,Gene Expression,0.004375731942607949,0.4418015453323152,0.6380278288273644,1054,0.35951102998414325,823
ENSMUSG00000054582,Pabpc1l,Gene Expression,0.004374758724134022,0.42735464869686846,0.6211570547942634,34,0.012451785329862505,32
ENSMUSG00000081769,Gm12216,Gene Expression,0.004369716122666107,0.43842093588770914,0.6341579088319185,70,0.023443700184368803,67
ENSMUSG00000031736,Crnde,Gene Expression,0.004369345227974728,0.4263704077095265,0.6199387750602167,31,0.013571244202332402,29
ENSMUSG00000114893,Gm48684,Gene Expression,0.0043693124142038745,0.4297869729466064,0.6237525203734055,33,0.011243501426002911,32
ENSMUSG00000035032,Nek11,Gene Expression,0.004365816606514252,0.43247234290652425,0.6271779941788663,47,0.01663888062851838,44
ENSMUSG00000045598,Zfp553,Gene Expression,0.004364130917370015,0.4427182874609661,0.6390235871452293,635,0.21264418081209063,548
ENSMUSG00000032712,Resf1,Gene Expression,0.00436370363114634,0.4422186431049895,0.6385195499306648,333,0.1185217473610027,296
ENSMUSG00000025525,Apool,Gene Expression,0.004362022101918617,0.4423426085143296,0.6386550888068164,315,0.11442875569065425,290
ENSMUSG00000079104,Prps1l3,Gene Expression,0.0043556944017362565,0.4329532479270122,0.6277467118242093,32,0.01083335844352247,31
